family,genus,species,museum,date,year,country,location,latitude,longitude,reference,holotype,checked
Hipposideridae,Doryrhina,cyclops,IPNC,NA,NA,Democratic Republic of Congo,Rwere-Rwindi,-0.85,29.25,Van Cakenberghe et al. 2017,NA,NA
Hipposideridae,Doryrhina,cyclops,RBINS,NA,1952,Democratic Republic of Congo,Taere,4.55,29.7833,Van Cakenberghe et al. 2017,NA,NA
Hipposideridae,Doryrhina,cyclops,UNM,NA,1967,Equatorial Guinea,Ayamiken,2.1,10.0167,Jones 1971,NA,NA
Hipposideridae,Doryrhina,cyclops,BMNH,NA,NA,Equatorial Guinea,Benito River (15 mi from mouth),1.5,9.8,Jones 1971,NA,NA
Hipposideridae,Doryrhina,cyclops,EBD_MAM,NA,1988,Equatorial Guinea,"Bioko Island, Borabuope river, Mallo plantation, Malabo",3.7199,8.861,Juste & Ibanez 1994,NA,NA
Hipposideridae,Doryrhina,cyclops,EBD_MAM,NA,1988,Equatorial Guinea,"Bioko Island, Eola river, Baney",3.7073,8.9087,Juste & Ibanez 1994,NA,NA
Hipposideridae,Doryrhina,cyclops,EBD_MAM,NA,1988,Equatorial Guinea,"Bioko Island, Luba",3.4584,8.5571,Juste & Ibanez 1994,NA,NA
Hipposideridae,Doryrhina,cyclops,EBD_MAM,NA,1988,Equatorial Guinea,"Bioko Island, Malabo-Riaba road, km 2",3.7348,8.831,Juste & Ibanez 1994,NA,NA
Hipposideridae,Doryrhina,cyclops,NA,NA,1964,Gabon,Bengoue,-0.9667,9.1833,Brosset 1966b,NA,NA
Hipposideridae,Doryrhina,cyclops,NA,NA,1964,Gabon,Makokou,0.55,12.85,Brosset 1966b,NA,NA
Hipposideridae,Doryrhina,cyclops,NA,NA,2003,Ghana,Krokosua FR,6.6167,-2.85,Decher & Fahr 2007,NA,NA
Hipposideridae,Doryrhina,cyclops,NA,NA,1841,Ghana,Boutry (Butre) River,4.8264,-1.9153,GBIF,Holotype,NA
Hipposideridae,Doryrhina,cyclops,NA,NA,NA,Ghana,NA,4.95,-2.37,Grubb et al. 1998,NA,NA
Hipposideridae,Doryrhina,cyclops,NA,NA,NA,Ghana,NA,5.37,-2.37,Grubb et al. 1998,NA,NA
Hipposideridae,Doryrhina,cyclops,NA,NA,NA,Ghana,NA,5.62,-0.37,Grubb et al. 1998,NA,NA
Hipposideridae,Doryrhina,cyclops,NA,NA,NA,Ghana,NA,5.87,-0.12,Grubb et al. 1998,NA,NA
Hipposideridae,Doryrhina,cyclops,NA,NA,NA,Ghana,NA,6.12,0.12,Grubb et al. 1998,NA,NA
Hipposideridae,Doryrhina,cyclops,NA,NA,NA,Ghana,NA,6.37,-2.37,Grubb et al. 1998,NA,NA
Hipposideridae,Doryrhina,cyclops,NA,NA,NA,Ghana,NA,6.37,-1.62,Grubb et al. 1998,NA,NA
Hipposideridae,Doryrhina,cyclops,NA,NA,NA,Ghana,NA,6.62,-2.87,Grubb et al. 1998,NA,NA
Hipposideridae,Doryrhina,cyclops,NA,NA,NA,Ghana,NA,6.62,-1.62,Grubb et al. 1998,NA,NA
Hipposideridae,Doryrhina,cyclops,NA,NA,NA,Ghana,NA,6.62,-1.37,Grubb et al. 1998,NA,NA
Hipposideridae,Doryrhina,cyclops,NA,NA,2022,Guinea,Simandou,8.7284,-8.897,E. Bakwo Fils Unpublished,NA,Yes
Hipposideridae,Doryrhina,cyclops,NA,NA,NA,Guinea,Mount Nimba (Ziela),7.7167,-8.35,Fahr et al. 2006,NA,NA
Hipposideridae,Doryrhina,cyclops,IICT,NA,1945,Guinea-Bissau,Gabu,12.2833,-14.2167,Lopes & Crawford-Cabral 1990,NA,NA
Hipposideridae,Doryrhina,cyclops,RMCA,NA,1964,Ivory Coast,Adiopodoume,5.3167,-4.1333,de Vree 1971,NA,NA
Hipposideridae,Doryrhina,cyclops,RMCA,NA,1970,Ivory Coast,Lamto,6.2,-4.9667,de Vree 1971,NA,NA
Hipposideridae,Doryrhina,cyclops,NA,NA,2000,Ivory Coast,Comoe NP,8.75,-3.8167,Fahr & Kalko 2011,NA,NA
Hipposideridae,Doryrhina,cyclops,NA,NA,2000,Ivory Coast,Comoe NP,8.75,-3.8167,Fahr & Kalko 2011,NA,NA
Hipposideridae,Doryrhina,cyclops,NA,NA,2000,Ivory Coast,Tai NP,5.8333,-7.35,Fahr & Kalko 2011,NA,NA
Hipposideridae,Doryrhina,cyclops,NA,NA,NA,Kenya,Kaimosi,0.1333,34.85,Aggundey & Schlitter 1984,NA,NA
Hipposideridae,Doryrhina,cyclops,NA,NA,NA,Kenya,Yala River,0.0667,34.15,Aggundey & Schlitter 1984,NA,NA
Hipposideridae,Doryrhina,cyclops,CM,NA,1985,Kenya,Shimba Hills NR,-4.25,39.383,Schlitter et al. 1986,NA,NA
Hipposideridae,Doryrhina,cyclops,AMNH,NA,1983,Liberia,Voinjama,8.4,-9.7667,Koopman 1989,NA,NA
Hipposideridae,Doryrhina,cyclops,AMNH,NA,1971,Liberia,Zwedru,6.0667,-8.1333,Koopman 1989,NA,NA
Hipposideridae,Doryrhina,cyclops,NA,NA,NA,Liberia,Deaple,6.8833,-8.4833,Kuhn 1965,NA,NA
Hipposideridae,Doryrhina,cyclops,NA,NA,NA,Liberia,Kassata,7.1167,-9.5167,Kuhn 1965,NA,NA
Hipposideridae,Doryrhina,cyclops,NA,NA,NA,Liberia,Schlieffelinsville,6.195,-10.5,Kuhn 1965,NA,NA
Hipposideridae,Doryrhina,cyclops,NA,NA,2005,Liberia,Gola Forest,7.45,-10.6667,Monadjem & Fahr 2007,NA,NA
Hipposideridae,Doryrhina,cyclops,IRSNB,NA,1966,Liberia,Mount Nimba,7.4833,-8.5667,Verschuren 1976,NA,NA
Hipposideridae,Doryrhina,cyclops,NA,NA,NA,Nigeria,Gambari FR,7.1333,3.8333,Happold 1987,NA,NA
Hipposideridae,Doryrhina,cyclops,NA,NA,NA,Nigeria,Ibadan,7.3833,3.9,Happold 1987,NA,NA
Hipposideridae,Doryrhina,cyclops,NHMI,NA,1948,Nigeria,Mamu FR,7.0833,3.917,Happold 1987,NA,NA
Hipposideridae,Doryrhina,cyclops,BMNH,NA,NA,Nigeria,Nko,5.8667,8.1833,Happold 1987,NA,NA
Hipposideridae,Doryrhina,cyclops,NA,NA,NA,Nigeria,Omo FR,7,4.25,Happold 1987,NA,NA
Hipposideridae,Doryrhina,cyclops,TTU150410,NA,2015,Nigeria,"Afi Mt WS, site1",6.3064,9.0094,Tanshi et al. 2021,NA,NA
Hipposideridae,Doryrhina,cyclops,IT2018-010,NA,2015,Nigeria,"Cross River NP, site7",6.325,8.9753,Tanshi et al. 2021,NA,NA
Hipposideridae,Doryrhina,cyclops,NA,NA,NA,Republic of Congo,Odzala NP,0.8,14.9,Bates et al. 2013,NA,NA
Hipposideridae,Doryrhina,cyclops,NA,NA,NA,Republic of Congo,Goumina,-4.1333,12.1167,Dowsett et al. 1991,NA,NA
Hipposideridae,Doryrhina,cyclops,NA,NA,NA,Republic of Congo,Koubotchi,-4.3167,11.7833,Dowsett et al. 1991,NA,NA
Hipposideridae,Doryrhina,cyclops,NA,NA,1975,Senegal,Dittacounda,12.5667,-15.6667,Bohme & Hutterer 1978,NA,NA
Hipposideridae,Doryrhina,cyclops,NA,NA,2006,Sierra Leone,Bumbuna camp,9.0833,-11.7167,Decker et al. 2010,NA,NA
Hipposideridae,Doryrhina,cyclops,NA,NA,NA,Sierra Leone,NA,8.37,-12.12,Grubb et al. 1998,NA,NA
Hipposideridae,Doryrhina,cyclops,NA,NA,2009,Sierra Leone,"Gola North, Lalehun",7.65,-10.9742,Weber & Fahr 2009,NA,NA
Hipposideridae,Doryrhina,cyclops,NA,NA,2009,Sierra Leone,"Gola North, Pandebu",7.6583,-10.905,Weber & Fahr 2009,NA,NA
Hipposideridae,Doryrhina,cyclops,NA,NA,2009,Sierra Leone,"Gola South, West",7.375,-11.2667,Weber & Fahr 2009,NA,NA
Hipposideridae,Doryrhina,cyclops,IRSN,NA,NA,South Sudan,Buluku,4.55,29.8333,Koopman 1975,NA,NA
Hipposideridae,Doryrhina,cyclops,FMNH,NA,NA,South Sudan,Issore (Imatong mountains),4.1667,32.75,Koopman 1975,NA,NA
Hipposideridae,Doryrhina,cyclops,IRSN,NA,NA,South Sudan,Palwar,3.95,32.5,Koopman 1975,NA,NA
Hipposideridae,Doryrhina,cyclops,NA,NA,NA,Tanzania,"Udzungwa mts, Mwaya",-7.8467,36.8833,Stanley et al. 2005b,NA,NA
Hipposideridae,Doryrhina,cyclops,FMNH,NA,NA,Tanzania,"Usambara mts E, Kwamgumi",-4.9417,38.7333,Stanley et al. 2005b,NA,NA
Hipposideridae,Doryrhina,cyclops,NA,NA,NA,The Gambia,NA,13.31,-14.31,Grubb et al. 1998,NA,NA
Hipposideridae,Doryrhina,cyclops,NA,NA,NA,The Gambia,NA,13.44,-15.56,Grubb et al. 1998,NA,NA
Hipposideridae,Doryrhina,cyclops,NA,NA,NA,Togo,NA,7.37,0.87,Grubb et al. 1998,NA,NA
Hipposideridae,Doryrhina,cyclops,NA,NA,NA,Togo,NA,7.62,1.12,Grubb et al. 1998,NA,NA
Hipposideridae,Doryrhina,cyclops,NA,NA,NA,Togo,NA,8.12,0.62,Grubb et al. 1998,NA,NA
Hipposideridae,Doryrhina,cyclops,NA,NA,NA,Togo,NA,8.37,0.62,Grubb et al. 1998,NA,NA
Hipposideridae,Doryrhina,cyclops,NA,NA,NA,Uganda,Bisu,1.75,31.4167,Thorn & Kerbis Peterhans 2009,NA,NA
Hipposideridae,Doryrhina,cyclops,NA,NA,NA,Uganda,Budongo,1.75,31.6,Thorn & Kerbis Peterhans 2009,NA,NA
Hipposideridae,Doryrhina,cyclops,NA,NA,NA,Uganda,Bwamba,0.8,30.1,Thorn & Kerbis Peterhans 2009,NA,NA
Hipposideridae,Doryrhina,cyclops,NA,NA,NA,Uganda,Malabigambo,-0.95,31.55,Thorn & Kerbis Peterhans 2009,NA,NA
Hipposideridae,Doryrhina,cyclops,NA,NA,NA,Uganda,Mongiro,0.8333,30.1667,Thorn & Kerbis Peterhans 2009,NA,NA
Hipposideridae,Doryrhina,cyclops,NA,NA,NA,Uganda,Ntandi,0.8,30.15,Thorn & Kerbis Peterhans 2009,NA,NA
Hipposideridae,Doryrhina,cyclops,NA,NA,NA,Uganda,Nyabyeye,1.6833,31.5333,Thorn & Kerbis Peterhans 2009,NA,NA
Hipposideridae,Hipposideros,abae,AMNH49123,1911-12-13,1911,Democratic Republic of Congo,Aba,5.8833,30.2833,Van Cakenberghe et al. 2017,Holotype,NA
Hipposideridae,Hipposideros,abae,FMNH,1945-11-25,1945,Ghana,Anomabu,5.1667,-1.1167,GBIF,NA,NA
Hipposideridae,Hipposideros,abae,USNM,1968-01-19,1968,Ghana,Butre,4.82,-1.92,GBIF,NA,NA
Hipposideridae,Hipposideros,abae,USNM,1969-01-29,1969,Ivory Coast,Lamto,6.2,-4.97,GBIF,NA,NA
Hipposideridae,Hipposideros,abae,USNM,1978-04-18,1978,Sierra Leone,Fadugu,9.4,-11.77,GBIF,NA,NA
Hipposideridae,Hipposideros,abae,USNM,1978-09-25,1978,Sierra Leone,Serabu,7.78,-12.05,GBIF,NA,NA
Hipposideridae,Hipposideros,abae,ROM,1981-06-19,1981,Nigeria,Kagoro,9.6,8.3833,Happold 1987,NA,NA
Hipposideridae,Hipposideros,abae,NA,2010-04-11,2010,Ethiopia,Oromia,12.384,35.735,GBIF,NA,NA
Hipposideridae,Hipposideros,abae,DM13713,2013-12-04,2013,Sierra Leone,Tonkolili mine,9.0018,-11.7009,A. Monadjem Unpublished,NA,Yes
Hipposideridae,Hipposideros,abae,SMF,NA,1980,Burkina Faso,Diebougou,10.9167,-3.25,Koch-Weser 1984,NA,NA
Hipposideridae,Hipposideros,abae,NA,NA,1972,Burkina Faso,Djipologo,10.9333,-3.1167,Koopman et al. 1978,NA,NA
Hipposideridae,Hipposideros,abae,NA,NA,1972,Burkina Faso,Orodara,11.0667,-4.6833,Koopman et al. 1978,NA,NA
Hipposideridae,Hipposideros,abae,NA,NA,1947,Cameroon,Karba Manga,8.2333,13.7667,Aellen 1952,NA,NA
Hipposideridae,Hipposideros,abae,NA,NA,2017,Cameroon,Malantouen.1,5.7644,11.2908,Manfothang et al. 2021,NA,Yes
Hipposideridae,Hipposideros,abae,FMNH,NA,NA,Central African Republic,"Boukoko, La Maboké",3.883,18.017,GBIF,NA,NA
Hipposideridae,Hipposideros,abae,NA,NA,1978,Central African Republic,Monovo-Gouna St. Floris NP (Koumbala-Gounda confluence),8.5167,21.2,Schlitter et al. 1982,NA,NA
Hipposideridae,Hipposideros,abae,NA,NA,1978,Central African Republic,N'dele (Sultan Senoussi),8.55,20.6,Schlitter et al. 1982,NA,NA
Hipposideridae,Hipposideros,abae,RBINS,NA,1952,Democratic Republic of Congo,Aka,4.5833,29.7,Van Cakenberghe et al. 2017,NA,NA
Hipposideridae,Hipposideros,abae,RBINS,NA,1952,Democratic Republic of Congo,Cellule II,3.9167,29.3667,Van Cakenberghe et al. 2017,NA,NA
Hipposideridae,Hipposideros,abae,NA,NA,1981,Democratic Republic of Congo,Digba,4.4,25.783,Van Cakenberghe et al. 2017,NA,NA
Hipposideridae,Hipposideros,abae,RBINS,NA,1951,Democratic Republic of Congo,Maleli,4.3333,29.6167,Van Cakenberghe et al. 2017,NA,NA
Hipposideridae,Hipposideros,abae,RBINS,NA,1952,Democratic Republic of Congo,Pidigala,4.5833,29.5333,Van Cakenberghe et al. 2017,NA,NA
Hipposideridae,Hipposideros,abae,ZMUM,NA,2010,Ethiopia,Bermil,12.383,35.733,Kruskop et al. 2016,NA,NA
Hipposideridae,Hipposideros,abae,NA,NA,NA,Ghana,NA,5.13,-1.37,Grubb et al. 1998,NA,NA
Hipposideridae,Hipposideros,abae,NA,NA,NA,Ghana,NA,5.87,-0.12,Grubb et al. 1998,NA,NA
Hipposideridae,Hipposideros,abae,NA,NA,NA,Ghana,NA,6.62,0.12,Grubb et al. 1998,NA,NA
Hipposideridae,Hipposideros,abae,NA,NA,NA,Ghana,NA,9.62,-1.87,Grubb et al. 1998,NA,NA
Hipposideridae,Hipposideros,abae,NA,NA,1954,Guinea,Segea (near Kindia),10.0667,-12.85,Aellen 1956b,NA,NA
Hipposideridae,Hipposideros,abae,NA,NA,1956,Guinea,Kindia,10.0667,-12.85,Eisentraut & Knorr 1957,NA,NA
Hipposideridae,Hipposideros,abae,NA,NA,1956,Guinea,Yembere-Tahire,9.85,-12.7833,Eisentraut & Knorr 1957,NA,NA
Hipposideridae,Hipposideros,abae,NA,NA,1981,Guinea,"Bangouya, Yali-Khori cave",10.3,-12.95,Konstantinov et al. 2000,NA,NA
Hipposideridae,Hipposideros,abae,NA,NA,1981,Guinea,"Kindia, Kholonkhalan  cave",10.3,-12.95,Konstantinov et al. 2000,NA,NA
Hipposideridae,Hipposideros,abae,NA,NA,2007,Guinea,Foye,10.308,-12.275,Weber & Fahr 2007,NA,NA
Hipposideridae,Hipposideros,abae,IICT,NA,1945,Guinea-Bissau,Bafata,12.1667,-14.75,Lopes & Crawford-Cabral 1990,NA,NA
Hipposideridae,Hipposideros,abae,NA,NA,2000,Ivory Coast,Comoe NP,8.75,-3.8167,Fahr & Kalko 2011,NA,NA
Hipposideridae,Hipposideros,abae,BMNH,NA,NA,Nigeria,Ogbunike,6.1667,6.9,Happold 1987,NA,NA
Hipposideridae,Hipposideros,abae,BMNH,NA,NA,Nigeria,Ugwu Oba,6.25,7.1333,Happold 1987,NA,NA
Hipposideridae,Hipposideros,abae,NA,NA,2006,Sierra Leone,Bumbuna camp,9.0833,-11.7167,Decker et al. 2010,NA,NA
Hipposideridae,Hipposideros,abae,NA,NA,NA,Sierra Leone,Kent,8.175,-13.156,GBIF,NA,NA
Hipposideridae,Hipposideros,abae,NA,NA,NA,Sierra Leone,Njala,7.87,-11.87,GBIF,NA,NA
Hipposideridae,Hipposideros,abae,NA,NA,NA,Sierra Leone,"Segbwema, 1 Mi SE",7.98,-10.93,GBIF,NA,NA
Hipposideridae,Hipposideros,abae,NA,NA,NA,Sierra Leone,Serabu,7.78,-12.05,GBIF,NA,NA
Hipposideridae,Hipposideros,abae,NA,NA,NA,Sierra Leone,NA,8.12,-12.12,Grubb et al. 1998,NA,NA
Hipposideridae,Hipposideros,abae,NA,NA,NA,Sierra Leone,NA,8.87,-12.12,Grubb et al. 1998,NA,NA
Hipposideridae,Hipposideros,abae,NA,NA,2009,Sierra Leone,"Gola North, Lalehun",7.65,-10.9742,Weber & Fahr 2009,NA,NA
Hipposideridae,Hipposideros,abae,NA,NA,2009,Sierra Leone,"Gola South, Sileti",7.3707,-11.2617,Weber & Fahr 2009,NA,NA
Hipposideridae,Hipposideros,abae,ZMB,NA,NA,South Sudan,Seriba Ghatta,7.4,28.6,Koopman 1975,NA,NA
Hipposideridae,Hipposideros,abae,FMNH,NA,NA,South Sudan,Yambio (caves),4.5667,28.4167,Koopman 1975,NA,NA
Hipposideridae,Hipposideros,abae,MNHN,NA,NA,Togo,"Amoy, Amoussokopé",6.66,0.85,Amori et al. 2016,NA,NA
Hipposideridae,Hipposideros,abae,NA,NA,NA,Uganda,Metu,3.6333,31.8,Thorn & Kerbis Peterhans 2009,NA,NA
Hipposideridae,Hipposideros,beatus,MCZ,1910-08-03,1910,Democratic Republic of Congo,Medje,2.3894,27.3029,Van Cakenberghe et al. 2017,NA,NA
Hipposideridae,Hipposideros,beatus,MCZ,1946-05-17,1946,Ghana,Oda,5.9167,-0.9833,GBIF,NA,NA
Hipposideridae,Hipposideros,beatus,MHNG,1953-03-18,1953,Ivory Coast,Abidjan; Adiopodoumé,5.3409,-4.1335,GBIF,NA,NA
Hipposideridae,Hipposideros,beatus,MCZ,1956-06-18,1956,Democratic Republic of Congo,Mabali,-0.8836,18.1366,Van Cakenberghe et al. 2017,NA,NA
Hipposideridae,Hipposideros,beatus,MHNG,1959-06-16,1959,Cameroon,"à 6 km au NNW de Sangmelima, Foulassi/South Province",2.9833,11.9667,GBIF,NA,NA
Hipposideridae,Hipposideros,beatus,ROM,1965-12-16,1965,Kenya,"Kolossia, Ammales",1.65,35.75,GBIF,NA,NA
Hipposideridae,Hipposideros,beatus,MNHN,1966-05-01,1966,Central African Republic,La Maboké,3.883,18.017,GBIF,NA,NA
Hipposideridae,Hipposideros,beatus,ROM,1966-07-07,1966,Kenya,Sigor,1.4833,35.4333,GBIF,NA,NA
Hipposideridae,Hipposideros,beatus,USNM,1967-05-05,1967,Nigeria,Afon,8.32,4.52,GBIF,NA,NA
Hipposideridae,Hipposideros,beatus,USNM,1967-12-02,1967,Ghana,Avetile,6.52,0.22,GBIF,NA,NA
Hipposideridae,Hipposideros,beatus,USNM,1967-12-10,1967,Ghana,"Tinkong, 3 Mi NW",6.02,-0.25,GBIF,NA,NA
Hipposideridae,Hipposideros,beatus,USNM,1968-01-07,1968,Ghana,"Prestea, 32 Mi W",5.38,-2.47,GBIF,NA,NA
Hipposideridae,Hipposideros,beatus,USNM,1968-12-13,1968,Ivory Coast,Yapo-Sud,5.7,-4.08,GBIF,NA,NA
Hipposideridae,Hipposideros,beatus,ROM,1969-09-25,1969,Ghana,Babiana,6.4667,-2.3167,GBIF,NA,NA
Hipposideridae,Hipposideros,beatus,ROM,1970-02-12,1970,Cameroon,"12 km S, 11 km E of Obala",4.1667,11.5333,GBIF,NA,NA
Hipposideridae,Hipposideros,beatus,MSB,1975-11-30,1975,Cameroon,DOUALA-EDEA GAME RESERVE,3.5,9.8333,GBIF,NA,NA
Hipposideridae,Hipposideros,beatus,MHNG,1976-07-21,1976,Democratic Republic of Congo,Mandima,1.35,29.05,Van Cakenberghe et al. 2017,NA,NA
Hipposideridae,Hipposideros,beatus,USNM,1979-06-16,1979,Democratic Republic of Congo,Yalosemba,2.58,21.85,Van Cakenberghe et al. 2017,NA,NA
Hipposideridae,Hipposideros,beatus,ROM,1979-12-08,1979,Nigeria,"Kagoro, Zaria",9.6,8.4167,GBIF,NA,NA
Hipposideridae,Hipposideros,beatus,ROM,1981-01-01,1981,Nigeria,Yankari Game Reserve,9.75,10.5,GBIF,NA,NA
Hipposideridae,Hipposideros,beatus,ROM,1981-03-23,1981,Nigeria,Okura Frh,7.5833,7.25,GBIF,NA,NA
Hipposideridae,Hipposideros,beatus,BMNH,1988-09-04,1988,Democratic Republic of Congo,"Ndele, north of River Lomako, Zone de Befale",0.85,21.0833,GBIF,NA,NA
Hipposideridae,Hipposideros,beatus,NA,1992-02-24,1992,Ivory Coast,"Parc National De Mont Peko, 6 Km W Of Sibabli",6.93,-7.22,GBIF,NA,NA
Hipposideridae,Hipposideros,beatus,FMNH,2001-05-16,2001,Central African Republic,"Reserve Special de Dzanga-Sangha, 12.7 kms NW Bayanga",3.0044,16.1925,GBIF,NA,NA
Hipposideridae,Hipposideros,beatus,NA,2004-01-01,2004,Benin,Mékrou,11.271,2.0264,GBIF,NA,NA
Hipposideridae,Hipposideros,beatus,DM12592,2010-12-17,2010,Liberia,"Nimba, Yiti River 1",7.5042,-8.5895,Monadjem et al. 2013b,NA,NA
Hipposideridae,Hipposideros,beatus,DM12605,2010-12-31,2010,Liberia,"Nimba, between Grassfield & Coldwater",7.4631,-8.5853,Monadjem et al. 2013b,NA,NA
Hipposideridae,Hipposideros,beatus,DM13241,2011-12-24,2011,Liberia,"Nimba, Tailings 6",7.4929,-8.649,Monadjem et al. 2013b,NA,NA
Hipposideridae,Hipposideros,beatus,FMNH,2012-01-02,2012,Kenya,"Kakamega National Reserve, Ikhondo Campground",0.3523,34.8647,GBIF,NA,NA
Hipposideridae,Hipposideros,beatus,DM13242,2012-01-09,2012,Liberia,"Bentor, campsite",7.5162,-8.7041,Monadjem et al. 2013b,NA,NA
Hipposideridae,Hipposideros,beatus,NA,2014-01-01,2014,Benin,Parc de la Pendjari,11.2377,1.832,GBIF,NA,NA
Hipposideridae,Hipposideros,beatus,NA,2021-09-30,2021,Ghana,Ahokwa,6.3531,-2.4609,C. Montauban Unpublished,NA,Yes
Hipposideridae,Hipposideros,beatus,NA,2021-10-12,2021,Ghana,Dompem,5.0649,-2.0756,C. Montauban Unpublished,NA,Yes
Hipposideridae,Hipposideros,beatus,NA,2021-10-30,2021,Ghana,Ankasa,5.2875,-2.6432,C. Montauban Unpublished,NA,Yes
Hipposideridae,Hipposideros,beatus,MCZ,NA,1913,Cameroon,Ebolowa,2.9242,11.1543,Aellen 1952,NA,NA
Hipposideridae,Hipposideros,beatus,NA,NA,NA,Cameroon,Efulen,2.8667,10.5667,Aellen 1952,NA,NA
Hipposideridae,Hipposideros,beatus,NA,NA,NA,Cameroon,Metet,3.4333,11.7167,Aellen 1952,NA,NA
Hipposideridae,Hipposideros,beatus,NA,NA,NA,Cameroon,Sakbayeme,4.0536,10.5661,Aellen 1952,NA,NA
Hipposideridae,Hipposideros,beatus,FMNH 240690,NA,2019,Cameroon,"Mbammikom, camp 1",3.958,11.3833,Grunwald et al. 2024,NA,NA
Hipposideridae,Hipposideros,beatus,FMNH 241868,NA,2022,Cameroon,"Mbammikom, camp 8",4.0842,11.385,Grunwald et al. 2024,NA,NA
Hipposideridae,Hipposideros,beatus,NA,NA,NA,Cameroon,Bibundi (Isobi),4.2333,8.9833,Hill 1968,NA,NA
Hipposideridae,Hipposideros,beatus,NA,NA,2018,Cameroon,Malantouen.3,5.7694,11.1872,Manfothang et al. 2021,NA,Yes
Hipposideridae,Hipposideros,beatus,SMF,NA,NA,Democratic Republic of Congo,Irangi,-1.9,28.45,Heller et al. 1994,NA,NA
Hipposideridae,Hipposideros,beatus,RBINS,NA,1952,Democratic Republic of Congo,Aka,4.5833,29.7,Van Cakenberghe et al. 2017,NA,NA
Hipposideridae,Hipposideros,beatus,RBINS,NA,1952,Democratic Republic of Congo,Buluku,4.55,29.8333,Van Cakenberghe et al. 2017,NA,NA
Hipposideridae,Hipposideros,beatus,RMCA,NA,1925,Democratic Republic of Congo,Buta,2.8167,24.8333,Van Cakenberghe et al. 2017,NA,NA
Hipposideridae,Hipposideros,beatus,RBINS,NA,1952,Democratic Republic of Congo,Dedegwa,4.5833,29.7167,Van Cakenberghe et al. 2017,NA,NA
Hipposideridae,Hipposideros,beatus,RMCA,NA,1925,Democratic Republic of Congo,Faradje,3.7333,29.7167,Van Cakenberghe et al. 2017,NA,NA
Hipposideridae,Hipposideros,beatus,RMCA,NA,NA,Democratic Republic of Congo,Ikengo,-0.1333,18.15,Van Cakenberghe et al. 2017,NA,NA
Hipposideridae,Hipposideros,beatus,RBINS,NA,1952,Democratic Republic of Congo,Mogbwamu,4.5833,29.7833,Van Cakenberghe et al. 2017,NA,NA
Hipposideridae,Hipposideros,beatus,RBINS,NA,1952,Democratic Republic of Congo,Nakpanga,4.6667,29.5333,Van Cakenberghe et al. 2017,NA,NA
Hipposideridae,Hipposideros,beatus,RBINS,NA,1952,Democratic Republic of Congo,Pidigala river,4.6333,29.7,Van Cakenberghe et al. 2017,NA,NA
Hipposideridae,Hipposideros,beatus,RBINS,NA,1952,Democratic Republic of Congo,Soudan river,4.5833,29.75,Van Cakenberghe et al. 2017,NA,NA
Hipposideridae,Hipposideros,beatus,BMNH 1900.2.5.45,NA,1899,Equatorial Guinea,Benito River,1.5,9.8,Van Cakenberghe & Seamark 2022,Holotype,NA
Hipposideridae,Hipposideros,beatus,NA,NA,1964,Gabon,Belinga,1.2167,13.1667,Brosset 1966b,NA,NA
Hipposideridae,Hipposideros,beatus,NA,NA,1964,Gabon,Bengoue,-0.9667,9.1833,Brosset 1966b,NA,NA
Hipposideridae,Hipposideros,beatus,NA,NA,1964,Gabon,Makokou,0.55,12.85,Brosset 1966b,NA,NA
Hipposideridae,Hipposideros,beatus,NA,NA,2003,Ghana,Boi-Tana FR,5.5333,-2.6167,Decher & Fahr 2007,NA,NA
Hipposideridae,Hipposideros,beatus,NA,NA,NA,Ghana,NA,5.87,-0.12,Grubb et al. 1998,NA,NA
Hipposideridae,Hipposideros,beatus,NA,NA,NA,Ghana,NA,6.12,-1.62,Grubb et al. 1998,NA,NA
Hipposideridae,Hipposideros,beatus,NA,NA,NA,Ghana,NA,6.62,-0.87,Grubb et al. 1998,NA,NA
Hipposideridae,Hipposideros,beatus,NA,NA,NA,Ghana,NA,6.87,-2.62,Grubb et al. 1998,NA,NA
Hipposideridae,Hipposideros,beatus,NA,NA,NA,Ghana,NA,6.87,-1.62,Grubb et al. 1998,NA,NA
Hipposideridae,Hipposideros,beatus,NA,NA,2003,Guinea,"Mt Bero FC, near Kpinita",8.1333,-8.5667,Fahr et al. 2006,NA,NA
Hipposideridae,Hipposideros,beatus,NA,NA,2000,Ivory Coast,Tai NP,5.8333,-7.35,Fahr & Kalko 2011,NA,NA
Hipposideridae,Hipposideros,beatus,AMNH,NA,1988,Liberia,Jaoudi,5.45,-8.25,Koopman 1989,NA,NA
Hipposideridae,Hipposideros,beatus,NA,NA,NA,Liberia,Du River,6.3833,-10.3667,Kuhn 1965,NA,NA
Hipposideridae,Hipposideros,beatus,NA,NA,NA,Liberia,Mount Coffee,6.4833,-10.65,Kuhn 1965,NA,NA
Hipposideridae,Hipposideros,beatus,NA,NA,NA,Liberia,Paiata,7.2,-9.8,Kuhn 1965,NA,NA
Hipposideridae,Hipposideros,beatus,NA,NA,2005,Liberia,Grebo Forest,5.3667,-7.7667,Monadjem & Fahr 2007,NA,NA
Hipposideridae,Hipposideros,beatus,NA,NA,2005,Liberia,North Lorma Forest,8.0333,-9.7333,Monadjem & Fahr 2007,NA,NA
Hipposideridae,Hipposideros,beatus,ZMA,NA,1976,Nigeria,Ife,7.4667,4.5667,Bergmans 1977,NA,NA
