family,genus,species,museum,date,year,country,location,latitude,longitude,reference,holotype,checked
Hipposideridae,Hipposideros,beatus,NMHI,NA,1948,Nigeria,Nikrowa,6.2333,5.35,Bergmans 1977,NA,NA
Hipposideridae,Hipposideros,beatus,NA,NA,NA,Nigeria,Benin,6.3333,5.6333,Happold 1987,NA,NA
Hipposideridae,Hipposideros,beatus,BMNH,NA,NA,Nigeria,Owerri,5.4833,7.0333,Happold 1987,NA,NA
Hipposideridae,Hipposideros,beatus,NA,NA,2015,Nigeria,"Afi Mt WS, site1",6.3064,9.0094,Tanshi et al. 2021,NA,NA
Hipposideridae,Hipposideros,beatus,NA,NA,2015,Nigeria,"Cross River NP, site7",6.325,8.9753,Tanshi et al. 2021,NA,NA
Hipposideridae,Hipposideros,beatus,NA,NA,NA,Sierra Leone,NA,8.37,-12.87,Grubb et al. 1998,NA,NA
Hipposideridae,Hipposideros,beatus,NA,NA,2009,Sierra Leone,"Gola North, Belebu",7.6,-11.0167,Weber & Fahr 2009,NA,NA
Hipposideridae,Hipposideros,beatus,NA,NA,2009,Sierra Leone,"Gola North, Lalehun",7.65,-10.9742,Weber & Fahr 2009,NA,NA
Hipposideridae,Hipposideros,beatus,NA,NA,2009,Sierra Leone,"Gola South, Mahoi River bridge",7.3833,-11.2017,Weber & Fahr 2009,NA,NA
Hipposideridae,Hipposideros,beatus,NA,NA,2009,Sierra Leone,"Gola South, Sileti",7.3707,-11.2617,Weber & Fahr 2009,NA,NA
Hipposideridae,Hipposideros,beatus,NA,NA,2009,Sierra Leone,"Gola South, West",7.375,-11.2667,Weber & Fahr 2009,NA,NA
Hipposideridae,Hipposideros,beatus,NA,NA,2009,Sierra Leone,"Gola, Extension II",7.8367000000000004,-10.6433,Weber & Fahr 2009,NA,NA
Hipposideridae,Hipposideros,beatus,FMNH,NA,NA,South Sudan,Buluku,4.55,29.8333,Koopman 1975,NA,NA
Hipposideridae,Hipposideros,beatus,FMNH,NA,NA,South Sudan,Soudan River,4.5833,29.75,Koopman 1975,NA,NA
Hipposideridae,Hipposideros,beatus,NA,NA,NA,Uganda,Budongo,1.75,31.6,Thorn & Kerbis Peterhans 2009,NA,NA
Hipposideridae,Hipposideros,beatus,NA,NA,NA,Uganda,Busingiro,1.7333,31.4667,Thorn & Kerbis Peterhans 2009,NA,NA
Hipposideridae,Hipposideros,beatus,NA,NA,NA,Uganda,Ntandi,0.8,30.15,Thorn & Kerbis Peterhans 2009,NA,NA
Hipposideridae,Hipposideros,beatus,NA,NA,NA,Uganda,Nyabyeye,1.6833,31.5333,Thorn & Kerbis Peterhans 2009,NA,NA
Hipposideridae,Hipposideros,caffer,NMZB63516,1901-03-01,1901,Zimbabwe,Bulawayo,-20.12,28.58,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,SAM ZM5574,1902-09-03,1902,South Africa,Port St. Johns,-31.58,29.55,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,TM1047,1908-05-12,1908,South Africa,"Durban, Malvern",-29.78,31.03,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,TM1046,1908-08-23,1908,South Africa,Ngqueleni District,-31.67,29.03,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,TM1048,1910-01-30,1910,South Africa,Hectorspruit,-25.43,31.68,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,TM1493,1915-01-17,1915,South Africa,Leydsdorp,-23.98,30.52,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,TM1640,1915-05-29,1915,South Africa,"Thabazimbi, Mooimijsiesfontein",-25.02,27.62,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,TM1637,1915-07-21,1915,Mozambique,Mazambo,-23.38,32.37,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,DM22,1915-12-07,1915,South Africa,Ngxwala Hill,-27.57,32.08,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,KM1842,1916-05-31,1916,Malawi,Nsanje,-16.53,35.15,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,TM2475,1920-03-26,1920,South Africa,Barberton,-25.82,31.12,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,TM3019,1922-06-19,1922,South Africa,Umfolosi GR (=Hluhluwe-Imfolozi Park),-28.35,31.98,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,TM3035,1922-08-05,1922,South Africa,Mooketsi,-23.67,30.08,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,TM4905,1927-03-07,1927,South Africa,Soutpansberg,-22.98,29.88,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,KM1872,1927-05-31,1927,Namibia,"Opuwo, S of",-18.7,13.92,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,DM25,1927-06-17,1927,Namibia,Kaoko-Otavi,-18.28,13.72,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,TM5799,1928-10-21,1928,Namibia,Windhoek,-22.63,17.13,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,TM7121,1933-06-08,1933,South Africa,Ingwavuma,-27.13,32.03,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,TM7469,1935-06-30,1935,South Africa,Mutale R,-22.5,30.83,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,TM7804,1936-04-27,1936,South Africa,Port St. Johns,-31.58,29.55,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,IICA7850,1948-08-02,1948,Angola,Equinima,-13.38,12.63,Crawford-Cabral 1989,NA,NA
Hipposideridae,Hipposideros,caffer,NMZB8195,1958-09-12,1958,Zambia,Kasanka NP,-12.58,30.25,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,NMZB9565,1959-02-09,1959,Zimbabwe,Lake Kariba Heights,-16.52,28.78,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,NMZB10080,1959-05-13,1959,Zambia,Kafue Gorge,-15.77,28.35,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,NMZB12262,1959-10-13,1959,Zambia,Chilanga,-15.55,28.27,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,NMZB58551,1960-04-30,1960,Zimbabwe,"Mazoe R, Chimanda",-17.13,30.88,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,NMZB12709,1961-01-12,1961,Zimbabwe,"Ingwe Mine, 22km W of Filabusi",-20.62,29.37,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,NMZB11766,1961-04-09,1961,Zambia,"Karabe, Lake Tanganyika",-8.62,30.62,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,TM13473,1961-04-21,1961,South Africa,"Kruger NP, Skukuza",-24.98,31.58,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,NMZB11530,1962-10-15,1962,Zambia,"Luangwa NP, Nsefu",-12.87,32.12,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,NMZB11545,1962-10-30,1962,Zambia,"Chikwa, Lundazi",-11.67,32.78,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,NMZB33390,1962-10-30,1962,Zambia,"Chikwa, Lundazi",-11.67,32.78,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,NMZB11567,1962-11-09,1962,Zambia,Tembwe Village,-11.37,32.93,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,DM76,1963-04-07,1963,Zimbabwe,"Sentinel Ranch, Limpopo R",-22.15,29.47,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,NMZB63499,1963-05-01,1963,Zambia,Missale Old Mine,-14.12,32.87,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,NMZB64838,1963-05-17,1963,Zambia,Nkambwa Hill,-13.37,32.62,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,NMZB63518,1963-05-29,1963,Zambia,"Sasare Old Mine, Petauke",-13.92,31.37,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,IICA493,1963-08-17,1963,Angola,"Pedra Grande, Caraculo",-15.13,12.63,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,USNM00352042,1964-01-03,1964,Mozambique,"Inyoka Mountain, Magude, 45km SW",-25.03,32.65,Monadjem et al. 2020,NA,NA
Hipposideridae,Hipposideros,caffer,NMZB58556,1964-02-03,1964,Zimbabwe,Harare,-17.83,31.07,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,NMZB58557,1964-06-25,1964,Zimbabwe,Marondera,-18.12,31.62,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,USNM00365228,1964-07-22,1964,Mozambique,"Tete, 3km E",-16.27,33.6,Monadjem et al. 2020,NA,NA
Hipposideridae,Hipposideros,caffer,USNM00365242,1964-07-29,1964,Mozambique,"Massamba, 16km E",-16.13,33.63,Monadjem et al. 2020,NA,NA
Hipposideridae,Hipposideros,caffer,TM14666,1964-07-29,1964,Mozambique,Muchena,-15.63,33.88,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,USNM00479262,1964-09-08,1964,Mozambique,"Vila Gamito, 10km N",-14.08,33.02,Monadjem et al. 2020,NA,NA
Hipposideridae,Hipposideros,caffer,NMZB58561,1965-01-10,1965,Zimbabwe,"Chipingayi Bridge, Save Valley",-20.12,32.37,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,NMZB58573,1965-05-04,1965,Zimbabwe,Penhalonga,-18.87,32.62,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,NMZB58534,1965-08-13,1965,Zimbabwe,Kanyemba,-15.65,30.33,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,NMZB58704,1965-09-11,1965,Zimbabwe,"Lake Kariba, Mwenda",-17.12,27.87,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,USNM00462297,1966-02-12,1966,Botswana,"Chobe NP, Kasane",-17.8,25.15,Monadjem et al. 2020,NA,NA
Hipposideridae,Hipposideros,caffer,TM16369,1966-07-10,1966,Namibia,"Karibib, SE of",-22.35,31.1,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,NMZB64283,1966-12-04,1966,Botswana,"Chobe NP, Kasane",-17.8,25.15,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,NMZB58549,1967-01-18,1967,Zimbabwe,"Harare, 19km NW",-17.5,31.5,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,USNM00425288,1967-03-10,1967,Zimbabwe,Mount Selinda,-20.45,32.67,Monadjem et al. 2020,NA,NA
Hipposideridae,Hipposideros,caffer,NMZB62078,1967-05-07,1967,Zimbabwe,"Lake Kariba, Gatshe Gatshe Bay",-16.87,28.87,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,NMZB58552,1967-09-29,1967,Zimbabwe,Munyati Bridge,-18.65,29.77,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,SMM2385,1968-09-08,1968,Namibia,"Etosha NP, Halali",-19.13,16.38,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,NMZB58529,1969-01-20,1969,Zimbabwe,Nyazura,-18.72,32.17,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,NMZB58562,1969-02-20,1969,Zimbabwe,"Guluene, S of",-21.87,31.87,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,SMM4331,1969-03-27,1969,Namibia,"Waterberg, 416",-20.63,17.38,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,USNM00468412,1969-04-22,1969,South Africa,"Thabazimbi, 20km SE",-24.67,27.37,Monadjem et al. 2020,NA,NA
Hipposideridae,Hipposideros,caffer,NMZB58521,1969-07-21,1969,Zimbabwe,"Chizarira NP, Baruri Gorge",-17.5,27.75,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,NMZB58526,1970-02-11,1970,Zimbabwe,"Chizarira NP, Manzituba",-17.5,27.75,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,NMZB58545,1970-03-07,1970,Zimbabwe,Mutare,-18.75,32.5,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,NMZB58700,1970-05-06,1970,Zimbabwe,"Chiredzi, 24km E",-21,31.75,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,SMM1164,1970-06-13,1970,Namibia,Ombalantu,-17.38,14.88,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,DM5613,1970-07-20,1970,South Africa,"Hluhluwe-Imfolozi Park, Egodeni",-28.07,32.03,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,NMZB58591,1970-08-30,1970,Zimbabwe,"Mushandike NP, Matema Camp",-20.12,30.62,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,NMZB64282,1970-11-18,1970,Malawi,"Mugesse, Misuku",-9.62,33.62,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,SMM3519,1971-02-27,1971,Namibia,Otjikoko-Sud,-21.88,16.88,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,NMZB58531,1971-03-30,1971,Zimbabwe,"Hwange NP, Main Camp",-18.73,26.95,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,NMZB58705,1971-04-14,1971,Zimbabwe,"Eirene Farm, Marondera",-18.37,31.62,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,NMZB58559,1971-06-03,1971,Zimbabwe,"Matusadona NP, Tashinga",-16.87,28.37,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,NMZB58578,1972-04-19,1972,Zimbabwe,"Mana Pools NP, Nyamepi",-15.8,29.37,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,NMZ2955,1972-04-21,1972,Zambia,Sumbu,-8.52,30.48,Monadjem et al. 2020,NA,NA
Hipposideridae,Hipposideros,caffer,NMZB58541,1972-06-26,1972,Zimbabwe,Bulawayo,-20.12,28.58,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,SMM6782,1972-07-12,1972,Namibia,Okongava,-22.13,15.88,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,KM23724,1972-08-21,1972,South Africa,"Pietermaritzburg, E of",-29.6,30.52,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,NMZB58669,1972-09-10,1972,Zimbabwe,Great Zimbabwe,-20.28,30.93,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,SMM3856,1972-10-07,1972,Namibia,"Sinclair Mine, Luderitz",-25.63,16.63,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,SMM3991,1972-10-24,1972,Namibia,Arnhem Cave,-22.7,18.1,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,NMZ3451,1972-10-31,1972,Zambia,Ngwerere Cave,-15.3,28.33,Ansell 1986,NA,NA
Hipposideridae,Hipposideros,caffer,KM23716,1973-02-06,1973,South Africa,Hlabisa,-28.18,31.95,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,TM19835,1973-05-04,1973,South Africa,Loskopdam NR,-25.42,29.33,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,NMZB58548,1973-06-16,1973,Zimbabwe,"Hwange NP, Ngamo Pan",-19.13,27.47,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,NMZB63480,1973-08-17,1973,Angola,"Salazar (=N'Dalatando), Agronomic Station",-9.38,14.88,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,NMZB63448,1973-11-23,1973,Mozambique,"Zinave NP, 3km SSW",-21.39,33.89,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,NMZB63464,1974-02-11,1974,Mozambique,Estatuane,-26.37,32.12,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,NMZB58576,1974-03-21,1974,Zimbabwe,"Gonarezhou NP, Mabalauta",-21.93,31.47,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,KM23717,1974-03-31,1974,South Africa,Mhlabatini,-28.23,31.77,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,TM24067,1974-06-30,1974,South Africa,Blouberg NR,-23.03,29.12,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,TM24256,1974-07-17,1974,South Africa,"Phalaborwa, 13km S",-24.05,31.1,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,KM23715,1974-07-25,1974,South Africa,Babanango,-28.38,31.08,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,NMZB58622,1974-10-31,1974,Zimbabwe,Chiredzi 15m E,-19,32.5,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,SMM6705,1974-12-04,1974,Angola,Tchivinguiro,-15.13,13.38,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,NMZB58535,1975-04-12,1975,Zimbabwe,"Frog Mine, Mupfure R",-17.87,29.87,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,NMZB58555,1975-11-27,1975,Zimbabwe,Msitive-Mtoroshanga R Confluence,-16.75,30.5,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,NMZB58532,1976-01-06,1976,Zimbabwe,"Mutare, Asbestos Mine",-18.92,32.62,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,TM27509,1977-04-05,1977,South Africa,The Downs,-24.13,30.18,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,SMM8095,1977-07-05,1977,Namibia,Ombika,-19.38,15.88,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,TM38567,1977-12-12,1977,South Africa,"Makalali Farm, Letaba",-23.88,30.38,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,TM28904,1978-01-06,1978,Namibia,"Namib-Naukluft NP, Bat's Hole",-22.65,15.52,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,TM29794,1978-03-01,1978,South Africa,Vernon Crookes NR,-30.27,30.6,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,SMM7605,1978-06-01,1978,Namibia,"Namib-Naukluft NP, Bat's Hole",-22.65,15.52,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,SMM7856,1978-07-06,1978,Namibia,"Klein Okombhe, Omaruru",-20.88,15.63,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,TM30136,1979-06-05,1979,South Africa,"Dumisa Gold Mine, Umzinto",-30.27,30.35,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,NMZB57613,1979-09-04,1979,Zimbabwe,"Lusulu Tsetse Station, Sebungwe",-18.12,27.87,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,TM30546,1979-09-15,1979,South Africa,"Kruger NP, Levuvhu R",-22.43,31.18,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,TM30048,1979-11-07,1979,South Africa,"Kruger NP, Stolznek",-25.38,31.38,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,NMZB56250,1980-02-14,1980,Zimbabwe,Tuli Camp,-21.9,29.22,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,NMZB57191,1980-10-01,1980,Zimbabwe,"Shamva, 48km NE",-17,31.9,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,NMZB57424,1980-12-07,1980,Zimbabwe,"Chete, Eastern Section",-17.37,27.62,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,NMZB57751,1981-01-27,1981,Zimbabwe,"Nyamunyeche, Mvurwi",-16.77,30.95,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,DM3684,1981-05-17,1981,Zimbabwe,"Mutare, Old Mine",-19.08,32.7,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,TM34982,1981-10-30,1981,Zimbabwe,Gwayi R Bridge,-18.62,27.1,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,TM34338,1982-01-24,1982,South Africa,Lind Valley Game Ranch,-30.72,30.27,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,NMZB59411,1982-04-29,1982,Zimbabwe,"Makovani Estate, Fort Rixon",-20.12,29.37,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,TM35300,1982-09-24,1982,South Africa,"Mkhuze GR, Msinga Pan",-27.6,32.2,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,KM28207,1982-10-21,1982,Namibia,Outjo,-20.11,16.15,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,TM36358,1983-09-23,1983,South Africa,Babanango District,-28.3,31.02,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,NMZB64777,1984-04-18,1984,Zimbabwe,"Chirisa SA, Magurazino R",-17.62,28.37,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,TM36962,1984-04-19,1984,South Africa,"Kruger NP, Levuvhu Bridge",-22.42,31.18,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,NMZB64783,1984-04-30,1984,Zimbabwe,Sengwa Wildlife Research Station,-18.17,28.22,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,TM36893,1984-06-03,1984,South Africa,"Kruger NP, Olifants",-24.02,31.65,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,KM31375,1986-07-05,1986,South Africa,"Kruger NP, Levuvhu Bridge",-22.42,31.18,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,NMZB80264,1986-09-03,1986,Zimbabwe,Katombora Rapids,-17.88,25.33,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,TM39228,1986-12-10,1986,South Africa,"Manyaleti GR, Main Camp",-24.63,31.47,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,TM39268,1987-06-15,1987,Botswana,"Maun, 12km NE",-19.87,23.12,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,BMNH1989.0039,1988-01-12,1988,Eswatini,Mlawula NR,-26.19,32.01,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,TM39771,1988-02-13,1988,South Africa,"Kruger NP, Lower Sabie",-25.19,32.03,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,TM39781,1988-02-15,1988,South Africa,"Figaro Mine, 11 km NE of Malelane",-25.45,31.63,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,TM40351,1988-03-10,1988,South Africa,"Mtubatuba, 6km NE",-28.3,32.22,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,NMZB30524,1988-07-27,1988,Zimbabwe,Sengereri Hills,-17.62,31.12,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,TM39735,1988-10-02,1988,South Africa,"Kruger NP, Tshokwane",-24.78,31.95,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,SMM12224,1988-10-15,1988,Namibia,Daan Viljoen NP,-22.63,16.88,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,NMZB30509,1988-11-08,1988,Zimbabwe,"Tsungwesi Gauno Cave, Mutanda",-19.12,32.12,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,NMZB30657,1988-12-03,1988,Zimbabwe,"Mabura 2 Cave, Munyati R",-18.12,29.37,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,NMZB82362,1989-01-16,1989,Zimbabwe,Lake Kariba Island,-16.75,28.25,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,TM41544,1989-03-07,1989,Mozambique,"Tete, 17km E",-16.5,33.7,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,DM1102,1990-09-09,1990,Zimbabwe,Matusadona NP,-16.87,28.37,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,NMZB29837,1990-10-02,1990,Zambia,Sakeji School,-11.12,24.37,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,NMZB29680,1990-10-11,1990,Zimbabwe,"Dibutibu R, Batoka",-17.94,26.12,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,DM1272,1991-03-14,1991,South Africa,Krantzkloof NR,-29.77,30.83,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,NMZB30567,1992-08-20,1992,Zimbabwe,Muzvezve NR,-18,29.25,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,NMZB31337,1992-12-27,1992,Zimbabwe,"Lake Kariba, Gatshe Gatshe Bay",-16.87,28.87,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,TM44233,1993-06-28,1993,South Africa,"Soekmekaar, 5km S",-23.53,29.93,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,NMZB30083,1993-11-08,1993,Zimbabwe,Gwayi R Bridge,-18.62,27.1,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,TM44898,1994-02-04,1994,Eswatini,Mlawula NR,-26.19,32.01,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,NMZB31142,1994-07-17,1994,Zimbabwe,"Chinhoyi, Kaukua Cave",-17.03,30.09,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,NMZB30795,1994-07-17,1994,Zimbabwe,"Sentinel Ranch, Tongani R",-22.12,29.62,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,TM45094,1994-08-06,1994,South Africa,Shashe-Limpopo R Confluence,-22.22,29.37,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,DM4065,1994-12-28,1994,South Africa,Nagle Dam,-29.58,30.62,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,DM4431,1995-02-25,1995,South Africa,Shongweni Dam,-29.85,30.72,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,DM4615,1995-05-12,1995,Zimbabwe,Mutare,-19.08,32.7,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,TM45220,1995-08-18,1995,South Africa,"Thabazimbi, 24km SW",-24.69,27.21,Monadjem et al. 2020,NA,Yes
Hipposideridae,Hipposideros,caffer,DM4778,1995-08-23,1995,South Africa,Entumeni,-28.83,31.37,Monadjem et al. 2020,NA,Yes
